uniqueId,date,tag,sub_type,type,rating,cost,predicted_ctr
140525138451408,2024-08-06,InApp,Games,Native,,6,21.63
140525138444496,2024-06-16,InApp,Finance,Native,PG-13,9,15.1
140525138458704,2024-03-23,InApp,Finance,Native,PG-17,10,13.88
140525138446800,2024-05-08,InApp,Games,Native,PG-13,6,24.54
140525138446544,,InApp,Games,Native,,7,9.94
140525138455248,2024-11-07,InApp,Finance,Native,PG-13,11,14.74
140525138449360,2024-11-27,InApp,Games,Native,PG-13,7,21.42
140525138446288,2024-08-21,InApp,Games,Native,PG-13,6,22.01
140525138452432,2024-02-20,InApp,E-commerce,Native,PG-13,14,17.87
140525138450128,2024-03-19,InApp,E-commerce,Native,PG-13,14,16.66
140525138445776,2024-04-22,InApp,Games,Native,PG-17,7,15.69
140525138458960,2024-03-10,InApp,Games,Native,PG-17,6,18.96
140525138455952,2024-03-11,InApp,Games,Native,PG-17,5,20.79
140525138448592,2024-07-21,InApp,Games,Native,PG-17,7,11.97
140525138458512,2024-10-05,InApp,Games,Native,PG-17,4,14.31
140525138457744,2024-04-24,InApp,Finance,Native,PG-17,10,24.88
140525138447056,2024-10-24,InApp,Games,Native,PG-13,6,14.12
140525138450896,2024-08-04,InApp,Games,Native,PG-17,6,15.55
140525138457488,2024-07-29,InApp,Games,Native,PG-17,5,13.23
140525138453200,2024-04-17,InApp,Games,Native,PG-17,7,15.35
140525138450384,2024-12-04,InApp,Finance,Native,PG-17,10,17.71
140525138455440,2024-07-15,InApp,Games,Native,PG-17,6,10.5
140525138451664,2024-10-06,InApp,Games,Native,PG-17,7,12.53
140525138456976,2024-06-01,InApp,Finance,Native,PG-17,10,16.39
140525138446032,2024-10-22,InApp,E-commerce,Native,PG-13,15,12.15
140525138445264,2024-02-09,InApp,Finance,Native,PG-13,,
140525138459984,2024-07-23,InApp,Finance,Native,,10,24.6
140525138448080,2024-01-28,InApp,Games,Native,PG-17,5,22.67
140525138448848,2024-05-15,InApp,Finance,Native,PG-13,10,14.38
140525138451152,2024-10-02,InApp,Games,Native,PG-17,6,13.2
140525138445520,2024-07-15,InApp,E-commerce,Native,PG-13,14,19.06
140525138452176,2024-03-23,InApp,Games,Native,PG-17,6,20.52
140525138454992,2024-09-05,InApp,Finance,Native,PG-13,9,9.04
140525138454224,2024-07-07,InApp,Finance,Native,PG-13,8,13.12
140525138452688,2024-12-18,InApp,Finance,Native,PG-13,10,21.41
140525138444752,2024-08-05,InApp,Games,Native,PG-17,6,19.22
140525138459728,2024-02-22,InApp,Finance,Native,PG-13,10,15.81
140525138453968,2024-06-28,InApp,Games,Native,PG-13,6,20.49
140525138447568,2024-05-11,InApp,Games,Native,PG-17,4,17.57
140525138453456,2024-03-15,InApp,Finance,Native,PG-13,10,11.16
140525138449104,,InApp,Finance,Native,PG-17,,
140525138449616,2024-08-29,InApp,Finance,Native,PG-17,10,17.4
140525138460496,2024-09-06,InApp,Finance,Native,PG-13,11,15.13
140525138456720,2024-01-27,InApp,Games,Native,PG-13,6,18.84
140525138449872,2024-12-23,InApp,Finance,Native,PG-17,10,11.46
140525138459472,2024-06-07,InApp,Games,Native,PG-17,6,20.38
140525138458000,2024-02-23,InApp,E-commerce,Native,R,14,23.93
140525138456208,2024-08-23,InApp,Games,Native,PG-17,,
140525138458256,2024-05-29,InApp,Games,Native,PG-13,6,15.53
140525138455696,2024-09-30,InApp,E-commerce,Native,PG-13,15,13.45
140525138453712,2024-07-24,InApp,Games,Native,PG-13,4,19.39
140525138451920,2024-11-22,InApp,Games,Native,PG-17,6,25
140525138454736,2024-07-21,InApp,Finance,Native,PG-17,11,11.41
140525138460240,2024-07-08,InApp,Finance,Native,PG-13,11,13.82
140525138457232,2024-02-27,InApp,Games,Native,PG-13,5,23.0
140525138452944,2024-09-17,InApp,Games,Native,PG-13,5,11.21
140525138447312,2024-10-26,InApp,Games,Native,,7,12.63
140525138454480,2024-05-11,InApp,Games,Native,PG-13,7,22.85
140525138445008,2024-11-10,InApp,Games,Native,PG-13,6,12.13
140525138447824,2024-11-06,InApp,Games,Native,PG-17,6,20.8
140525138448336,2024-03-29,InApp,Games,Native,PG-13,7,10.04
140525138450640,2024-12-30,InApp,Finance,Native,PG-13,10,20.28
140525138459216,2024-06-16,InApp,Games,Native,PG-17,7,17.21
140525138456464,2024-05-05,InApp,E-commerce,Native,PG-13,14,12.23
140525138713744,2024-02-29,InApp,Games,Native,PG-17,5,12.0
140525138721424,2024-04-02,InApp,Finance,Native,PG-13,11,17.33
140525138714768,2024-06-28,InApp,Games,Native,PG-13,6,15.29
140525138711248,2024-09-27,InApp,Games,Native,PG-13,6,12.3
140525138719632,2024-11-13,InApp,Finance,Native,PG-13,11,14.82
140525138717840,2024-09-07,InApp,Games,Native,PG-13,5,19.87
140525138714256,2024-09-24,InApp,E-commerce,Native,PG-13,14,17.8
140525138708176,,InApp,Finance,Native,PG-17,8,22.38
140525138710736,2024-10-27,InApp,Finance,Native,PG-13,11,16.25
140525138721936,2024-04-28,InApp,Games,Native,PG-17,5,18.51
140525138716048,,InApp,Games,Native,PG-17,7,20.2
140525138722448,2024-06-29,InApp,Finance,Native,PG-13,11,22.53
140525138720656,,InApp,Finance,Native,PG-17,,
140525138710224,2024-05-07,InApp,Finance,Native,PG-13,10,13.26
140525138718608,2024-08-28,InApp,Finance,Native,PG-17,9,11.39
140525138721680,2024-02-03,InApp,Finance,Native,PG-17,11,21.06
140525138707920,2024-08-15,InApp,Games,Native,PG-17,6,18.76
140525138710480,2024-10-23,InApp,Finance,Native,PG-13,10,9.78
140525138711440,2024-03-02,InApp,Finance,Native,PG-13,9,22.62
140525138719376,2024-07-08,InApp,Games,Native,PG-17,6,19.32
140525138710992,2024-07-28,InApp,Finance,Native,PG-13,,
140525138708688,2024-05-19,InApp,Games,Native,PG-13,,
140525138707664,2024-10-02,InApp,Games,Native,PG-13,5,19.06
140525138720912,2024-08-04,InApp,Finance,Native,PG-13,11,18.18
140525138718096,2024-06-30,InApp,Finance,Native,PG-13,,
140525138715280,2024-06-26,InApp,Games,Native,PG-13,7,16.6
140525138707152,2024-04-29,InApp,Games,Native,PG-13,4,16.19
140525138722704,2024-08-11,InApp,Games,Native,PG-13,6,12.3
140525138712976,2024-11-25,InApp,Finance,Native,PG-17,10,15.33
140525138712208,2024-01-30,InApp,Finance,Native,PG-13,,
140525138720144,2024-05-23,InApp,Finance,Native,R,,
140525138715792,2024-10-30,InApp,Finance,Native,PG-17,11,18.44
140525138714512,2024-02-02,InApp,Finance,Native,PG-17,11,15.89
140525138718864,2024-08-25,InApp,E-commerce,Native,PG-13,,
140525138720400,2024-07-23,InApp,Finance,Native,PG-17,9,15.97
140525138716816,2024-12-19,InApp,Finance,Native,PG-13,10,18.94
140525138709456,2024-07-02,InApp,Games,Native,PG-13,6,16.93
140525138708944,2024-09-07,InApp,Finance,Native,PG-13,9,12.92
140525138711952,2024-05-15,InApp,Games,Native,PG-13,6,16.29
140525138709968,2024-01-10,InApp,Games,Native,PG-17,6,18.28
140525138716304,2024-04-17,InApp,Finance,Native,PG-13,11,9.14
140525138717328,2024-06-02,InApp,Games,Native,,6,23.62
140525138719888,2024-03-30,InApp,Games,Native,PG-13,7,17.73
140525138722192,2024-08-15,InApp,Games,Native,PG-13,7,23.99
140525138721168,2024-10-10,InApp,Finance,Native,PG-13,11,13.05
140525138713488,2024-11-18,InApp,Games,Native,PG-13,4,21.81
140525138718352,2024-11-10,InApp,Finance,Native,PG-13,10,15.67
140525138712720,2024-11-22,InApp,Games,Native,PG-13,6,17.49
140525138719120,2024-04-22,InApp,Games,Native,PG-13,6,16.24
140525138711696,2024-05-19,InApp,Games,Native,PG-17,6,23.82
140525138709200,2024-08-16,InApp,Finance,Native,PG-17,,
140525138706896,2024-11-21,InApp,Finance,Native,PG-13,10,23.05
140525138713232,2024-08-27,InApp,Finance,Native,PG-17,11,19.42
140525138709712,2024-07-05,InApp,Finance,Native,PG-13,11,15.46
140525138717072,2024-07-15,InApp,Finance,Native,PG-17,9,18.98
140525138714000,2024-10-23,InApp,Games,Native,PG-17,5,17.78
140525138715536,2024-10-15,InApp,Finance,Native,PG-13,9,10.98
140525138716560,2024-07-02,InApp,Finance,Native,PG-13,11,22.27
140525138717584,2024-04-05,InApp,Finance,Native,PG-17,,
140525138706640,2024-04-24,InApp,Games,Native,PG-17,5,15.4
140525138707408,2024-05-30,InApp,Finance,Native,PG-13,11,17.32
140525138708432,2024-08-08,InApp,Finance,Native,PG-17,,
140525138715024,2024-09-13,InApp,Finance,Native,PG-13,11,22.4
140525138712464,2024-02-11,InApp,E-commerce,Native,PG-13,15,10.65
140525183211920,2024-08-08,InApp,Finance,Native,R,9,23.88
140525183215632,2024-07-12,InApp,Games,Native,PG-17,5,15.97
140525183217936,2024-02-01,InApp,Games,Native,,7,13.88
140525183206736,2024-07-04,InApp,Finance,Native,PG-13,11,12.76
140525183220240,2024-11-23,InApp,Finance,Native,PG-13,,
140525183221456,2024-06-09,InApp,Finance,Native,PG-13,8,9.97
140525183220496,,InApp,Games,Native,PG-17,7,16.38
140525183212112,2024-10-12,InApp,Games,Native,PG-17,5,24.29
140525183212624,2024-06-23,InApp,Finance,Native,PG-13,11,15.76
140525183208720,2024-06-22,InApp,Finance,Native,PG-17,11,14.76
140525183210640,2024-03-12,InApp,Finance,Native,R,11,15.84
140525183217040,2024-12-09,InApp,Games,Native,PG-13,7,16.44
140525183221520,2024-09-02,InApp,Finance,Native,PG-17,11,12.13
140525183214096,2024-01-26,InApp,Finance,Native,PG-13,10,15.88
140525183219792,2024-09-13,InApp,E-commerce,Native,PG-17,13,16.68
140525183211664,2024-06-10,InApp,E-commerce,Native,PG-13,15,18.28
140525183221392,2024-10-11,InApp,Finance,Native,PG-17,10,14.02
140525183216720,2024-04-23,InApp,Games,Native,PG-17,7,15.46
140525183210064,2024-06-27,InApp,Finance,Native,PG-17,10,18.58
140525183209552,2024-06-11,InApp,Games,Native,PG-17,5,15.7
140525183213968,2024-09-15,InApp,Finance,Native,PG-13,10,16.39
140525183210256,2024-11-16,InApp,Games,Native,PG-13,5,18.98
140525183208464,2024-01-11,InApp,Games,Native,PG-13,6,17.88
140525183219536,2024-05-24,InApp,Games,Native,PG-17,6,16.3
140525183206416,2024-03-31,InApp,Finance,Native,PG-13,9,21.56
140525183216976,2024-08-03,InApp,Finance,Native,PG-13,10,10.26
140525183219728,2024-07-23,InApp,Games,Native,PG-17,7,14.57
140525183215568,2024-05-21,InApp,Games,Native,PG-13,7,14.18
140525183205520,2024-06-17,InApp,Finance,Native,PG-13,11,17.27
140525183214992,2024-09-28,InApp,Finance,Native,PG-17,10,18.25
140525183217424,2024-03-19,InApp,Games,Native,PG-17,6,18.57
140525183218768,2024-09-28,InApp,Games,Native,PG-13,4,16.42
140525183213264,2024-11-09,InApp,Games,Native,PG-13,6,16.51
140525183210128,,InApp,Finance,Native,PG-13,11,20.6
140525183214800,2024-08-16,InApp,E-commerce,Native,PG-13,,
140525183215312,2024-08-23,InApp,Finance,Native,PG-17,10,15.82
140525183221008,2024-09-01,InApp,Games,Native,PG-13,5,18.07
140525183220944,2024-09-11,InApp,Finance,Native,PG-13,11,23.86
140525183219280,2024-04-27,InApp,Finance,Native,PG-17,10,18.77
140525183205840,2024-08-01,InApp,Games,Native,PG-17,6,21.27
140525183218256,2024-11-19,InApp,Games,Native,PG-13,6,13.98
140525183210704,2024-09-01,InApp,E-commerce,Native,PG-13,12,13.81
140525183210512,2024-06-05,InApp,E-commerce,Native,PG-17,13,21.11
140525183214544,2024-08-13,InApp,Games,Native,PG-17,6,23.88
140525183214672,2024-07-29,InApp,Finance,Native,PG-13,11,14.17
140525183218576,2024-05-16,InApp,Games,Native,PG-13,6,11.84
140525183216912,2024-08-08,InApp,Finance,Native,PG-13,,
140525183207696,2024-05-03,InApp,Finance,Native,PG-17,9,9.02
140525183207760,2024-05-23,InApp,Games,Native,PG-17,6,9.56
140525183212368,2024-12-01,InApp,E-commerce,Native,PG-13,13,21.47
140525183213520,2024-08-25,InApp,Games,Native,PG-17,7,18.6
140525183220752,2024-09-08,InApp,Games,Native,PG-13,7,15.72
140525183211152,2024-06-14,InApp,Games,Native,PG-13,6,11.42
140525183208400,2024-06-29,InApp,Games,Native,PG-13,6,15.8
140525183208016,2024-05-14,InApp,Finance,Native,PG-17,10,12.12
140525183216656,2024-04-04,InApp,Finance,Native,PG-13,11,21.48
140525183211600,2024-07-28,InApp,Games,Native,PG-13,6,14.62
140525183211472,2024-03-27,InApp,Finance,Native,PG-13,11,17.01
140525183219984,2024-07-29,InApp,Games,Native,,7,20.41
140525183217488,2024-10-11,InApp,Finance,Native,PG-13,10,16.83
140525183208976,2024-10-21,InApp,Finance,Native,PG-17,10,12.66
140525183205584,2024-09-19,InApp,Games,Native,PG-17,6,16.47
140525183205904,2024-10-05,InApp,Finance,Native,PG-13,9,14.39
140525183221712,2024-05-11,InApp,E-commerce,Native,PG-13,15,11.89
140525183205648,2024-07-22,InApp,Games,Native,PG-13,6,15.77
140525183208336,2024-07-17,InApp,Finance,Native,PG-17,9,17.07
140525183214416,2024-04-20,InApp,Games,Native,PG-13,7,21.52
140525183206032,2024-04-23,InApp,Games,Native,PG-13,7,20.59
140525183218896,2024-06-12,InApp,Games,Native,PG-17,7,19.91
140525183217104,2024-06-13,InApp,Finance,Native,PG-13,10,19.77
140525183211344,2024-10-19,InApp,E-commerce,Native,PG-13,14,13.6
140525183207440,2024-09-21,InApp,Finance,Native,PG-13,9,19.29
140525183218128,2024-11-14,InApp,Finance,Native,PG-13,11,15.39
140525183212816,2024-06-27,InApp,Games,Native,PG-17,6,18.55
140525183221264,2024-11-04,InApp,Finance,Native,PG-17,11,21.76
140525183207312,2024-03-05,InApp,Finance,Native,PG-13,9,14.84
140525183213904,2024-01-26,InApp,Finance,Native,PG-17,9,15.36
140525183213136,2024-04-01,InApp,E-commerce,Native,PG-17,13,15.74
140525183208144,2024-09-18,InApp,Games,Native,PG-13,7,18.92
140525183210896,2024-07-20,InApp,Finance,Native,PG-13,11,17.87
140525183217872,2024-08-02,InApp,Games,Native,PG-13,7,21.96
140525183221200,2024-10-01,InApp,E-commerce,Native,PG-13,14,15.57
140525183210768,2024-06-07,InApp,Finance,Native,PG-13,11,19.53
140525183206288,2024-03-30,InApp,Finance,Native,PG-13,10,22.4
140525183215056,2024-10-25,InApp,Finance,Native,,10,19.79
140525183216144,2024-02-22,InApp,Finance,Native,PG-17,10,16.94
140525183205776,2024-06-13,InApp,Finance,Native,PG-17,11,15.58
140525183206160,2024-05-26,InApp,Games,Native,PG-17,7,20.59
140525183212752,2024-10-29,InApp,Games,Native,PG-13,6,17.83
140525183205712,2024-01-18,InApp,Finance,Native,PG-13,,
140525183214352,2024-04-23,InApp,Games,Native,PG-13,6,15.35
140525183213008,2024-08-07,InApp,Games,Native,PG-13,7,10.45
140525183214480,,InApp,Finance,Native,PG-13,11,19.22
140525183218000,2024-10-07,InApp,Finance,Native,PG-17,9,18.11
140525183210320,2024-09-22,InApp,Finance,Native,PG-17,11,21.79
140525183207632,2024-08-07,InApp,Finance,Native,PG-13,10,12.44
140525183216592,2024-05-30,InApp,Finance,Native,PG-13,11,24.29
140525183210192,2024-06-30,InApp,Games,Native,PG-13,6,16.82
140525183206096,2024-03-04,InApp,Finance,Native,PG-13,10,18.85
140525183206480,2024-03-13,InApp,Finance,Native,PG-13,11,16.89
140525183209424,2024-07-03,InApp,Finance,Native,PG-13,11,21.68
140525183220688,2024-02-23,InApp,Games,Native,PG-13,7,22.79
140525183216208,2024-11-04,InApp,Games,Native,PG-13,7,15.24
140525183212560,2024-04-19,InApp,Games,Native,PG-13,7,13.65
140525183207504,2024-12-24,InApp,Finance,Native,PG-17,9,16.33
140525183209232,2024-06-28,InApp,Finance,Native,PG-13,11,22.61
140525183211280,2024-03-15,InApp,E-commerce,Native,PG-17,14,16.75
140525183220176,2024-07-01,InApp,Finance,Native,PG-17,10,20.79
140525183216464,2024-04-16,InApp,Games,Native,PG-13,6,17.84
140525183209360,2024-09-18,InApp,Games,Native,PG-17,7,23.37
140525183218640,2024-05-31,InApp,Finance,Native,PG-13,11,17.12
140525183215696,2024-06-25,InApp,Finance,Native,PG-13,10,17.37
140525183221136,2024-04-16,InApp,Finance,Native,PG-13,11,16.8
140525183208208,2024-07-25,InApp,Games,Native,PG-13,7,20.24
140525183215824,2024-11-04,InApp,E-commerce,Native,PG-13,15,14.4
140525183212304,2024-09-17,InApp,Finance,Native,PG-17,9,15.44
140525183213776,2024-10-01,InApp,Games,Native,PG-17,7,12.85
140525183209744,2024-04-29,InApp,Finance,Native,PG-17,10,10.71
140525183218192,2024-05-09,InApp,Games,Native,PG-17,7,15.05
140525183208080,2024-06-20,InApp,Games,Native,PG-13,5,16.12
140525183208272,2024-05-28,InApp,Games,Native,PG-13,4,18.01
140525183219472,2024-11-12,InApp,Games,Native,PG-17,4,14.74
140525183218704,2024-02-07,InApp,Games,Native,PG-17,5,12.25
140525183217232,2024-08-21,InApp,Finance,Native,PG-17,11,23.73
140525183217744,,InApp,Finance,Native,PG-13,8,9.94
140525183213328,2024-09-12,InApp,Finance,Native,PG-17,11,12.41
140525183214928,2024-05-25,InApp,Finance,Native,PG-13,10,23.58
140525183215504,2024-07-12,InApp,Games,Native,PG-13,5,10.92
140525183210832,2024-07-25,InApp,Games,Native,PG-13,6,21.71
140525183217680,2024-12-07,InApp,Finance,Native,PG-17,,
140525183208912,2024-09-06,InApp,Finance,Native,PG-13,10,17.67
140525183215120,2024-05-23,InApp,Games,Native,PG-13,5,20.76
140525183206672,2024-04-02,InApp,Finance,Native,PG-13,,
140525183206992,2024-08-17,InApp,Games,Native,PG-13,7,13.79
140525183214864,2024-12-07,InApp,Finance,Native,PG-17,9,15.28
140525183208784,2024-06-15,InApp,Games,Native,PG-13,6,16.31
140525183209104,2024-10-31,InApp,Games,Native,PG-13,5,12.15
140525183215184,2024-06-20,InApp,Games,Native,PG-13,5,11.68
140525183218960,2024-08-16,InApp,Games,Native,PG-17,6,18.86
140525183205456,2024-06-02,InApp,Games,Native,PG-17,7,21.03
140525183214160,2024-07-25,InApp,Finance,Native,PG-13,10,9.49
140525183213584,2024-03-03,InApp,Finance,Native,PG-13,,
140525183220432,2024-06-25,InApp,Finance,Native,PG-17,11,15.17
140525183219408,2024-09-18,InApp,Games,Native,PG-17,5,11.14
140525183218512,2024-11-01,InApp,E-commerce,Native,PG-13,13,10.08
140525183216400,2024-05-02,InApp,Finance,Native,PG-13,10,21.18
140525183209488,2024-04-17,InApp,Finance,Native,PG-17,10,13.27
140525183211408,2024-04-21,InApp,Games,Native,PG-13,6,18.57
140525183219216,2024-07-08,InApp,Finance,Native,PG-17,9,24.09
140525183211088,2024-06-07,InApp,E-commerce,Native,PG-17,14,23.72
140525183216336,2024-01-13,InApp,Finance,Native,PG-17,10,18.82
140525183209808,2024-08-14,InApp,Games,Native,R,6,18.58
140525183213072,2024-07-09,InApp,Finance,Native,PG-13,10,13.52
140525183215376,2024-01-27,InApp,Finance,Native,PG-13,11,14.38
140525183207056,2024-10-21,InApp,Games,Native,PG-13,6,15.19
140525183219920,2024-09-04,InApp,Games,Native,PG-13,4,23.97
140525183213840,2024-05-03,InApp,Finance,Native,PG-13,10,14.41
140525183217360,2024-12-02,InApp,Games,Native,PG-13,7,17.17
140525183209872,2024-09-05,InApp,Games,Native,PG-13,,
140525183213392,2024-11-25,InApp,Games,Native,,6,18.41
140525183212496,2024-08-23,InApp,Finance,Native,PG-17,9,15.56
140525183207248,2024-05-10,InApp,Finance,Native,PG-13,10,15.37
140525183208848,2024-11-30,InApp,E-commerce,Native,PG-17,14,10.5
140525183210384,2024-11-09,InApp,Games,Native,PG-17,4,17.67
140525183219024,2024-11-30,InApp,Finance,Native,PG-13,11,11.95
140525183206928,2024-08-15,InApp,Games,Native,PG-17,5,22.02
140525183207184,2024-07-26,InApp,Games,Native,PG-17,5,18.16
140525183212880,2024-08-27,InApp,Finance,Native,PG-17,11,24.68
140525183215888,2024-07-04,InApp,Finance,Native,PG-17,11,12.76
140525183220624,2024-04-19,InApp,Finance,Native,PG-13,11,20.76
140525183220880,2024-05-16,InApp,Games,Native,PG-13,7,14.75
140525183208528,2024-03-31,InApp,Games,Native,PG-17,7,10.79
140525183214608,2024-08-30,InApp,Finance,Native,PG-13,10,23.06
140525183217616,2024-12-12,InApp,Finance,Native,PG-13,11,10.73
140525183206544,2024-05-26,InApp,Games,Native,PG-17,7,18.97
140525183211024,,InApp,Finance,Native,PG-17,11,11.09
140525183209296,2024-09-29,InApp,Games,Native,PG-17,6,12.48
140525183211536,2024-07-25,InApp,Games,Native,PG-17,4,20.19
140525183215440,2024-07-08,InApp,Games,Native,PG-17,6,14.84
140525183219664,2024-03-01,InApp,Games,Native,PG-13,7,16.13
140525183206352,2024-02-27,InApp,Finance,Native,,,
140525183214288,2024-07-15,InApp,Games,Native,R,7,15.38
140525183210000,2024-09-25,InApp,Finance,Native,PG-13,11,9.37
140525183220112,2024-09-11,InApp,Finance,Native,PG-17,10,20.35
140525183211792,2024-05-28,InApp,Finance,Native,PG-13,10,20.03
140525183212176,2024-01-16,InApp,Games,Native,PG-17,7,14.29
140525183215952,2024-06-15,InApp,Finance,Native,PG-13,11,17.16
140525183220368,2024-05-21,InApp,Games,Native,PG-17,4,16.83
140525183205968,2024-06-06,InApp,Games,Native,PG-17,6,14.62
140525183206224,2024-03-13,InApp,Finance,Native,PG-17,8,14.94
140525183209616,2024-05-16,InApp,Games,Native,PG-13,7,11.92
140525183207568,2024-06-25,InApp,Games,Native,PG-13,5,23.73
140525183206608,2024-05-13,InApp,Games,Native,PG-13,5,21.39
140525183217168,2024-04-08,InApp,Finance,Native,PG-13,9,18.71
140525183208592,2024-04-04,InApp,Games,Native,,7,13.33
140525183209040,2024-08-20,InApp,Games,Native,PG-17,6,17.14
140525183207824,2024-04-25,InApp,Finance,Native,PG-17,10,20.77
140525183206800,2024-12-05,InApp,Finance,Native,PG-13,8,10.23
140525183210576,2024-05-22,InApp,Games,Native,PG-17,5,14.27
140526243659280,2024-03-01,InApp,Games,Native,PG-13,7,23.97
140526243659664,2024-01-03,InApp,Games,Native,PG-13,4,17.18
140526243654160,2024-05-23,InApp,Games,Native,PG-17,7,18.44
140526243655760,2024-03-30,InApp,Finance,Native,PG-17,,
140525179571152,2024-08-01,InApp,Finance,Native,PG-17,11,19.18
140525179571024,2024-04-26,InApp,Finance,Native,,,
140525179575504,2024-10-07,InApp,E-commerce,Native,PG-17,15,23.39
140525179569488,2024-12-16,InApp,Finance,Native,PG-17,11,21.25
140525179572944,2024-11-23,InApp,Games,Native,PG-17,4,22.6
140525179578896,2024-06-07,InApp,Games,Native,PG-13,6,18.3
140525179571536,2024-05-21,InApp,E-commerce,Native,,,
140525179581584,2024-06-28,InApp,Finance,Native,PG-13,10,13.14
140525179575760,2024-01-08,InApp,Games,Native,PG-17,6,24.76
140525179569616,2024-09-12,InApp,Games,Native,PG-13,7,22.13
140525179581968,2024-09-26,InApp,Games,Native,PG-13,6,16.04
140525179582352,,InApp,Games,Native,PG-13,6,16.41
140525179569552,2024-07-01,InApp,Games,Native,PG-13,7,11.32
140525179574544,2024-02-10,InApp,Games,Native,PG-17,7,15.9
140525179573584,2024-02-14,InApp,Games,Native,PG-17,6,19.65
140525179577872,2024-09-03,InApp,E-commerce,Native,PG-17,15,23.16
140525179573264,,InApp,Games,Native,PG-17,6,18.38
140525179568400,2024-01-13,InApp,Finance,Native,PG-17,,
140525179568848,2024-01-14,InApp,Finance,Native,PG-17,10,19.52
140525179582224,2024-02-14,InApp,Games,Native,PG-17,6,16.25
140525179577808,2024-04-19,InApp,Games,Native,PG-13,,
140525179568528,2024-08-08,InApp,Finance,Native,PG-17,11,13.74
140525179576592,2024-06-29,InApp,Finance,Native,PG-17,9,20.59
140525179568592,2024-10-26,InApp,Games,Native,PG-13,6,21.11
140525179584144,2024-04-30,InApp,Finance,Native,PG-17,10,20.73
140525179581264,2024-08-24,InApp,Finance,Native,R,11,17.67
140525179570256,2024-07-23,InApp,Games,Native,PG-17,6,23.37
140525179579536,,InApp,Games,Native,PG-13,6,19.06
140525179578128,2024-06-09,InApp,Games,Native,PG-17,7,11.78
140525179580176,2024-10-07,InApp,Games,Native,PG-13,6,17.28
140525179577232,2024-06-28,InApp,Games,Native,PG-13,5,14.13
140525179573200,2024-03-07,InApp,Finance,Native,PG-17,10,10.9
140525179575568,2024-02-19,InApp,Games,Native,PG-13,6,15.69
140525179576784,2024-11-17,InApp,Finance,Native,PG-13,11,18.55
140525179572432,2024-05-16,InApp,Games,Native,PG-17,,
140525179583632,2024-05-17,InApp,Games,Native,PG-13,5,17.47
140525179580048,2024-06-24,InApp,Finance,Native,PG-17,11,13.04
140525179583824,2024-04-26,InApp,Finance,Native,PG-13,11,21.33
140525179584080,2024-05-31,InApp,Finance,Native,PG-17,10,19.44
140525179584272,2024-06-02,InApp,Finance,Native,PG-13,10,20.79
140525179582096,2024-04-04,InApp,Games,Native,PG-17,6,14.75
140525179574864,2024-02-09,InApp,Games,Native,PG-13,6,13.68
140525179574672,2024-08-08,InApp,Finance,Native,PG-17,10,17.17
140525179578064,2024-10-12,InApp,Games,Native,PG-17,7,16.84
140525179576848,2024-10-02,InApp,Finance,Native,PG-13,9,17.5
140525179573328,2024-08-27,InApp,Games,Native,PG-13,6,9.85
140525179576080,2024-07-29,InApp,Finance,Native,,10,20.14
140525179582608,2024-08-12,InApp,Finance,Native,PG-13,11,9.64
140525179581776,2024-09-06,InApp,Games,Native,PG-17,6,16.64
140525179583504,2024-02-23,InApp,Games,Native,PG-13,7,16.54
140525179582288,2024-06-10,InApp,Finance,Native,PG-17,9,20.78
140525179570704,2024-11-03,InApp,Finance,Native,PG-17,11,13.52
140525179582160,2024-04-06,InApp,Finance,Native,PG-17,,
140525179577040,2024-06-10,InApp,Games,Native,PG-13,6,14.7
140525179578384,2024-04-04,InApp,Games,Native,PG-13,7,12.84
140525179584400,2024-04-30,InApp,Finance,Native,PG-17,10,13.73
140525179572304,2024-09-20,InApp,Finance,Native,PG-13,9,13.81
140525179575184,2024-06-30,InApp,Finance,Native,PG-13,11,20.87
140525179577552,2024-07-28,InApp,Games,Native,PG-17,,
140525179578512,2024-07-14,InApp,Finance,Native,PG-17,9,14.88
140525179579280,2024-07-17,InApp,Finance,Native,PG-17,11,19.75
140525179573776,2024-02-08,InApp,E-commerce,Native,PG-17,14,18.4
140525179572752,2024-06-05,InApp,Finance,Native,PG-13,10,19.87
140525179571728,2024-06-29,InApp,Finance,Native,PG-13,10,15.38
140525179576016,2024-07-04,InApp,Finance,Native,PG-13,11,19.81
140525179576336,2024-10-31,InApp,Finance,Native,PG-13,9,23.23
140525179577296,2024-06-05,InApp,Finance,Native,PG-13,9,14.1
140525179580944,2024-09-26,InApp,Games,Native,PG-17,5,12.45
140525179570896,2024-03-24,InApp,E-commerce,Native,PG-17,14,21.9
140525179582992,2024-06-09,InApp,Games,Native,PG-13,6,17.44
140525179572560,2024-05-26,InApp,Finance,Native,PG-13,10,14.37
140525179571920,2024-07-12,InApp,Finance,Native,PG-17,10,18.46
140525179581520,2024-04-09,InApp,Finance,Native,PG-13,10,18.64
140525179580304,2024-04-20,InApp,Finance,Native,PG-17,10,24.77
140525179580560,2024-08-04,InApp,Games,Native,PG-17,7,16.85
140525179580816,2024-07-08,InApp,Finance,Native,PG-13,10,17.0
140525179573072,2024-04-24,InApp,Games,Native,PG-13,7,18.66
140525179572624,2024-07-30,InApp,Finance,Native,PG-13,10,15.03
140525179574736,,InApp,Games,Native,PG-17,5,22.31
